tmk_key,cpr,parid,boc_tmk,unit,boc_unit,condominium_name,street_address,document_number,instrument_code,recording_date,grantor,grantee,description,scraped_at
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,99077451,,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,91037614,UKN,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,99077451,UKN,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,"A76480131/AD
A76991029/AD
A77340464/D
A77830115/D
A78020553/AD
A78570961/AD
A79570943/D
A79860510/AGM
A79900170/AD
A79920571/M
A80000213/AD
A80140930/AD
A80261188/NL
A88710110/AD",,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,99077451,UKN,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,A57450711,R,,,,,2026-07-15T19:41:40
239004082,0001,390040820001,2-3-9-004-082-0001,G 101,G101,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 101,99077451,UKN,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,Grantee(s),,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"BARTLE, JEFFREY K
BARTLE, LINDA K",,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"LORENZI, ANTHONY J
LORENZI, ELIZABETH M",,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,HON MTG CO INC,,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,MAUI KAMAOLE ENTERS,,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"LORENZI, ANTHONY J
LORENZI, ELIZABETH M",,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,CRYSTAL CONDO PROPS,,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"STAPLES, ROBERT G
STAPLES, TAMARA C",,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"BARTLE, JEFFREY
BARTLE, LINDA
SANDOW, DEAN
SANDOW, TAMMY",,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,COUNTRYWIDE HOME LOANS INC,,,,,,2026-07-15T19:41:40
239004082,0002,390040820002,2-3-9-004-082-0002,G 102,G102,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 102,"BARTLE, JEFFREY
BARTLE, LINDA
SANDOW, DEAN
SANDOW, TAMMY",,,,,,2026-07-15T19:41:40
239004082,0003,390040820003,2-3-9-004-082-0003,G 103,G103,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 103,Certificate,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,46260135,R,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,66450413,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,90194706,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,91034732,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,92129125,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,99138551,R,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,99138552,R,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,99155301,,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0004,390040820004,2-3-9-004-082-0004,G 104,G104,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 104,2002071252,,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,91011932,,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,91011933,M,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,91011934,M,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,91032714,,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,92057000,M,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,92057001,R,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,93134474,M,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,2004204588,,,,,,2026-07-15T19:41:40
239004082,0005,390040820005,2-3-9-004-082-0005,G 105,G105,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 105,2004234161,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,59180464,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,59180466,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,68240204,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,68240205,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,68631048,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,82210119,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,91001157,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,91001158,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,91032712,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,95117765,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,96034134,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2003136348,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2003136349,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2003136350,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004003852,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004003853,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004017045,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004033450,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004034586,MFS,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004233350,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004252014,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004252015,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2004252016,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2005025032,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2005048671,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2005057457,MFS,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2005071066,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2006038443,,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2006038444,R,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2006053185,M,,,,,2026-07-15T19:41:40
239004082,0006,390040820006,2-3-9-004-082-0006,G 106,G106,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 106,2006081023,MFS,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,56450613,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,66560080,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,90196377,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,90196378,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,91032710,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,94034292,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,94034293,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,95035998,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,96024650,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2000117709,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2000117710,R,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2000140070,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2001057368,R,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2001058190,R,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2001095985,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2001144432,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2003231813,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2003261949,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2003263423,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2004004608,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2004112283,R,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2005063271,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2005063272,R,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2005065220,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2005083883,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2005093897,,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2009173601,M,,,,,2026-07-15T19:41:40
239004082,0007,390040820007,2-3-9-004-082-0007,G 107,G107,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 107,2010180993,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,70130643,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,70300887,M,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,70320553,MFS,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,71180161,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,71180162,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,71720864,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,90196375,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,90196376,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,91032708,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,94201734,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,94201735,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,94209612,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,2007065406,,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,2007065407,R,,,,,2026-07-15T19:41:40
239004082,0008,390040820008,2-3-9-004-082-0008,G 108,G108,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 108,2007065408,R,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,91010117,,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,91010118,,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,91032754,,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,92047081,,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,93081786,,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,98156941,NL,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,2000091355,NL,,,,,2026-07-15T19:41:40
239004082,0009,390040820009,2-3-9-004-082-0009,G 109,G109,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 109,2001082669,,,,,,2026-07-15T19:41:40
239004082,0010,390040820010,2-3-9-004-082-0010,G 110,G110,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 110,52170529,M,,,,,2026-07-15T19:41:40
239004082,0010,390040820010,2-3-9-004-082-0010,G 110,G110,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 110,54220584,,,,,,2026-07-15T19:41:40
239004082,0010,390040820010,2-3-9-004-082-0010,G 110,G110,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 110,86090012,,,,,,2026-07-15T19:41:40
239004082,0010,390040820010,2-3-9-004-082-0010,G 110,G110,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 110,91001155,,,,,,2026-07-15T19:41:40
239004082,0010,390040820010,2-3-9-004-082-0010,G 110,G110,MAUI KAMAOLE PHASE III,2777 S KIHEI RD UNIT G 110,91001156,,,,,,2026-07-15T19:41:40
