tmk,cpr,unit,parid,tax_rate_class_code,tax_rate_class_label,land_class_code,land_exemption,building_exemption,has_any_exemption,is_owner_occupied,is_homestead_exemption,is_ltr_exemption,owner_address_region
239004082,0001,G 101,390040820001,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0002,G 102,390040820002,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0003,G 103,390040820003,12,LONG TERM RENTAL,12,0,200000,yes,no,no,yes,hi
239004082,0004,G 104,390040820004,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0005,G 105,390040820005,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0006,G 106,390040820006,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0007,G 107,390040820007,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0008,G 108,390040820008,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0009,G 109,390040820009,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0010,G 110,390040820010,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,usa
239004082,0011,G 111,390040820011,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0012,G 112,390040820012,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0013,G 114,390040820013,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0014,G 115,390040820014,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0015,G 201,390040820015,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0016,G 202,390040820016,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0017,G 203,390040820017,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0018,G 204,390040820018,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0019,G 205,390040820019,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0020,G 206,390040820020,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0021,G 207,390040820021,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0022,G 208,390040820022,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0023,G 209,390040820023,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0024,G 210,390040820024,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0025,G 211,390040820025,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0026,G 212,390040820026,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0027,G 214,390040820027,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0028,G 215,390040820028,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0029,H 101,390040820029,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0030,H 102,390040820030,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0031,H 103,390040820031,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0032,H 104,390040820032,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0033,H 105,390040820033,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0034,H 106,390040820034,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0035,H 107,390040820035,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0036,H 108,390040820036,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0037,H 109,390040820037,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0038,H 110,390040820038,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0039,H 111,390040820039,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0040,H 112,390040820040,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0041,H 201,390040820041,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0042,H 202,390040820042,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0043,H 203,390040820043,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0044,H 204,390040820044,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0045,H 205,390040820045,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0046,H 206,390040820046,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0047,H 207,390040820047,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0048,H 208,390040820048,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0049,H 209,390040820049,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0050,H 210,390040820050,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0051,H 211,390040820051,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0052,H 212,390040820052,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0053,I 101,390040820053,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0054,I 102,390040820054,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0055,I 103,390040820055,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0056,I 104,390040820056,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0057,I 105,390040820057,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0058,I 106,390040820058,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0059,I 107,390040820059,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0060,I 108,390040820060,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0061,I 109,390040820061,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0062,I 110,390040820062,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0063,I 111,390040820063,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0064,I 112,390040820064,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0065,I 114,390040820065,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0066,I 115,390040820066,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0067,I 116,390040820067,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0068,I 117,390040820068,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0069,I 118,390040820069,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0070,I 119,390040820070,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0071,I 201,390040820071,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0072,I 202,390040820072,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0073,I 203,390040820073,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0074,I 204,390040820074,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0075,I 205,390040820075,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0076,I 206,390040820076,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0077,I 207,390040820077,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0078,I 208,390040820078,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0079,I 209,390040820079,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0080,I 210,390040820080,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0081,I 211,390040820081,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0082,I 212,390040820082,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0083,I 214,390040820083,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0084,I 215,390040820084,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0085,I 216,390040820085,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0086,I 217,390040820086,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0087,I 218,390040820087,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0088,I 219,390040820088,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0121,J 101,390040820121,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0122,J 102,390040820122,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0123,J 103,390040820123,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0124,J 104,390040820124,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0125,J 105,390040820125,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0126,J 106,390040820126,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0127,J 107,390040820127,12,LONG TERM RENTAL,12,0,200000,yes,no,no,yes,usa
239004082,0128,J 108,390040820128,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0129,J 109,390040820129,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0130,J 110,390040820130,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0131,J 111,390040820131,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0132,J 112,390040820132,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0133,J 114,390040820133,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0134,J 115,390040820134,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0135,J 116,390040820135,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0136,J 117,390040820136,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0137,J 118,390040820137,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0138,J 119,390040820138,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0139,J 120,390040820139,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0140,J 121,390040820140,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0141,J 201,390040820141,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0142,J 202,390040820142,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0143,J 203,390040820143,12,LONG TERM RENTAL,12,0,200000,yes,no,no,yes,usa
239004082,0144,J 204,390040820144,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0145,J 205,390040820145,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0146,J 206,390040820146,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0147,J 207,390040820147,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0148,J 208,390040820148,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0149,J 209,390040820149,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0150,J 210,390040820150,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0151,J 211,390040820151,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0152,J 212,390040820152,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0153,J 214,390040820153,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0154,J 215,390040820154,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0155,J 216,390040820155,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0156,J 217,390040820156,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0157,J 218,390040820157,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0158,J 219,390040820158,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0159,J 220,390040820159,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0160,J 221,390040820160,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0181,K 101,390040820181,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0182,K 102,390040820182,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0183,K 103,390040820183,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0184,K 104,390040820184,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0185,K 105,390040820185,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0186,K 106,390040820186,12,LONG TERM RENTAL,12,0,200000,yes,no,no,yes,hi
239004082,0187,K 107,390040820187,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0188,K 108,390040820188,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0189,K 109,390040820189,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0190,K 110,390040820190,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0191,K 201,390040820191,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0192,K 202,390040820192,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0193,K 203,390040820193,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0194,K 204,390040820194,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0195,K 205,390040820195,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0196,K 206,390040820196,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0197,K 207,390040820197,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0198,K 208,390040820198,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0199,K 209,390040820199,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0200,K 210,390040820200,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0161,L 101,390040820161,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0162,L 102,390040820162,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0163,L 103,390040820163,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0164,L 104,390040820164,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0165,L 105,390040820165,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0166,L 106,390040820166,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0167,L 107,390040820167,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0168,L 108,390040820168,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0169,L 109,390040820169,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0170,L 110,390040820170,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0171,L 201,390040820171,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004082,0172,L 202,390040820172,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0173,L 203,390040820173,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0174,L 204,390040820174,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0175,L 205,390040820175,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0176,L 206,390040820176,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0177,L 207,390040820177,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0178,L 208,390040820178,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0179,L 209,390040820179,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0180,L 210,390040820180,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0201,M 101,390040820201,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0202,M 102,390040820202,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0203,M 103,390040820203,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0204,M 104,390040820204,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0205,M 105,390040820205,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0206,M 106,390040820206,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0207,M 107,390040820207,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0208,M 108,390040820208,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0209,M 109,390040820209,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0210,M 110,390040820210,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0211,M 201,390040820211,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0212,M 202,390040820212,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004082,0213,M 203,390040820213,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0214,M 204,390040820214,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004082,0215,M 205,390040820215,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0216,M 206,390040820216,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0217,M 207,390040820217,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0218,M 208,390040820218,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004082,0219,M 209,390040820219,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004082,0220,M 210,390040820220,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0001,A101,390041430001,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0002,A102,390041430002,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0003,A103,390041430003,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0004,A104,390041430004,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0005,A105,390041430005,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0006,A106,390041430006,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0007,A107,390041430007,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004143,0008,A108,390041430008,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0009,A109,390041430009,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0010,A110,390041430010,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0011,A111,390041430011,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004143,0012,A112,390041430012,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0013,A114,390041430013,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0014,A115,390041430014,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0015,A201,390041430015,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0016,A202,390041430016,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0017,A203,390041430017,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0018,A204,390041430018,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0019,A205,390041430019,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0020,A206,390041430020,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004143,0021,A207,390041430021,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0022,A208,390041430022,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0023,A209,390041430023,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004143,0024,A210,390041430024,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0025,A211,390041430025,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0026,A212,390041430026,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0027,A214,390041430027,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004143,0028,A215,390041430028,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0001,B101,390041440001,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0002,B102,390041440002,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0003,B103,390041440003,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0004,B104,390041440004,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0005,B105,390041440005,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0006,B106,390041440006,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0007,B107,390041440007,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0008,B108,390041440008,9,OWNER-OCCUPIED,11,0,300000,yes,yes,yes,no,hi
239004144,0009,B109,390041440009,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0010,B110,390041440010,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004144,0011,B111,390041440011,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0012,B112,390041440012,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0013,B114,390041440013,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004144,0014,B115,390041440014,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0015,B201,390041440015,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0016,B202,390041440016,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0017,B203,390041440017,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0018,B204,390041440018,11,TVR-STRH,11,0,0,no,no,no,no,unknown
239004144,0019,B205,390041440019,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0020,B206,390041440020,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0021,B207,390041440021,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0022,B208,390041440022,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0023,B209,390041440023,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004144,0024,B210,390041440024,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0025,B211,390041440025,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0026,B212,390041440026,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0027,B214,390041440027,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0028,B215,390041440028,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0029,C101,390041440029,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0030,C102,390041440030,11,TVR-STRH,11,0,0,no,no,no,no,hi
239004144,0031,C103,390041440031,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0032,C104,390041440032,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0033,C105,390041440033,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0034,C106,390041440034,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0035,C107,390041440035,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0036,C108,390041440036,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0037,C109,390041440037,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0038,C110,390041440038,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0039,C201,390041440039,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0040,C202,390041440040,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0041,C203,390041440041,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0042,C204,390041440042,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0043,C205,390041440043,12,LONG TERM RENTAL,12,0,200000,yes,no,no,yes,hi
239004144,0044,C206,390041440044,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0045,C207,390041440045,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0046,C208,390041440046,11,TVR-STRH,11,0,0,no,no,no,no,foreign
239004144,0047,C209,390041440047,11,TVR-STRH,11,0,0,no,no,no,no,usa
239004144,0048,C210,390041440048,11,TVR-STRH,11,0,0,no,no,no,no,foreign
