DIVISION-TMK,ZONE - TMK,SECTION - TMK,PLAT - TMK,PARCEL - TMK,CPR - TMK,PARCEL YEAR,LAND CLASS,TAX RATE CLASS,ASSESSED LAND VALUE,LAND EXEMPTION,ASSESSED BUILDING VALUE,BUILDING EXEMPTION
2,2,1,008,082,0082,2026,11,11,000000096600,000000000000,000001329700,000000000000
2,2,1,008,082,0083,2026,11,11,000000095500,000000000000,000000989600,000000000000
2,2,1,008,082,0084,2026,11,11,000000086600,000000000000,000001034300,000000000000
2,2,1,008,082,0085,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0086,2026,11,11,000000094300,000000000000,000001198600,000000000000
2,2,1,008,082,0087,2026,11,11,000000095100,000000000000,000000989700,000000000000
2,2,1,008,082,0088,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0089,2026,11,11,000000101400,000000000000,000001206500,000000000000
2,2,1,008,082,0090,2026,11,11,000000096600,000000000000,000001642500,000000000000
2,2,1,008,082,0091,2026,11,11,000000106000,000000000000,000001172200,000000000000
2,2,1,008,082,0092,2026,11,11,000000094300,000000000000,000001538700,000000000000
2,2,1,008,082,0093,2026,11,11,000000095100,000000000000,000001418800,000000000000
2,2,1,008,082,0094,2026,11,11,000000083400,000000000000,000001315900,000000000000
2,2,1,008,082,0095,2026,11,11,000000106000,000000000000,000001172200,000000000000
2,2,1,008,082,0096,2026,11,11,000000094300,000000000000,000001538700,000000000000
2,2,1,008,082,0097,2026,11,11,000000106000,000000000000,000001172200,000000000000
2,2,1,008,082,0098,2026,11,11,000000094300,000000000000,000001538700,000000000000
2,2,1,008,082,0099,2026,11,11,000000106000,000000000000,000001172200,000000000000
2,2,1,008,082,0100,2026,11,11,000000094300,000000000000,000001538700,000000000000
2,2,1,008,082,0101,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0102,2026,11,11,000000096600,000000000000,000001329700,000000000000
2,2,1,008,082,0103,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0104,2026,11,11,000000094300,000000000000,000001198600,000000000000
2,2,1,008,082,0105,2026,11,11,000000095500,000000000000,000000989600,000000000000
2,2,1,008,082,0106,2026,11,11,000000086600,000000000000,000001034300,000000000000
2,2,1,008,082,0107,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0108,2026,11,11,000000096600,000000000000,000001618900,000000000000
2,2,1,008,082,0109,2026,11,11,000000095100,000000000000,000000989700,000000000000
2,2,1,008,082,0110,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0111,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0112,2026,11,11,000000096600,000000000000,000001305700,000000000000
2,2,1,008,082,0113,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0114,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0115,2026,11,9,000000095100,000000000000,000000989700,000000300000
2,2,1,008,082,0116,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0117,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0118,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0119,2026,11,11,000000095500,000000000000,000000989600,000000000000
2,2,1,008,082,0120,2026,11,11,000000086600,000000000000,000001011600,000000000000
2,2,1,008,082,0121,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0122,2026,11,11,000000096600,000000000000,000001305700,000000000000
2,2,1,008,082,0123,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0124,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0125,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0126,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0127,2026,11,11,000000095100,000000000000,000000989700,000000000000
2,2,1,008,082,0128,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0129,2026,11,11,000000134100,000000000000,000001143400,000000000000
2,2,1,008,082,0130,2026,11,11,000000154900,000000000000,000001202700,000000000000
2,2,1,008,082,0131,2026,11,11,000000095100,000000000000,000000989700,000000000000
2,2,1,008,082,0132,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0133,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0134,2026,11,11,000000096600,000000000000,000001305700,000000000000
2,2,1,008,082,0135,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0136,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0137,2026,11,11,000000095100,000000000000,000000989700,000000000000
2,2,1,008,082,0138,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0139,2026,11,11,000000101400,000000000000,000001184500,000000000000
2,2,1,008,082,0140,2026,11,11,000000096600,000000000000,000001305700,000000000000
2,2,1,008,082,0141,2026,11,11,000000095500,000000000000,000000989600,000000000000
2,2,1,008,082,0142,2026,11,11,000000086600,000000000000,000001259200,000000000000
2,2,1,008,082,0143,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0144,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0145,2026,11,11,000000106000,000000000000,000001151000,000000000000
2,2,1,008,082,0146,2026,11,11,000000094300,000000000000,000001177800,000000000000
2,2,1,008,082,0147,2026,11,11,000000095100,000000000000,000001038700,000000000000
2,2,1,008,082,0148,2026,11,11,000000083400,000000000000,000001012300,000000000000
2,2,1,008,082,0149,2026,11,11,000000101400,000000000000,000000983400,000000000000
2,2,1,008,082,0150,2026,11,9,000000083400,000000000000,000001012300,000000300000
2,2,1,008,082,0151,2026,11,11,000000033300,000000000000,000000202100,000000000000
2,2,1,008,082,0152,2026,11,11,000000000100,000000000000,000000000100,000000000000
